Apple 아이폰 13 256GB [자급제],"최저1,149,930원판매처 71",https://cr.shopping.naver.com/adcr.nhn?x=1u3Alw3eZmOvdxQ0OpPEy%2F%2F%2F%2Fw%3D%3Ds6TzoDfl1avPwK%2FhlSJ6C8t%2Fyb0yWz%2BSHAa%2F9MKF1s2AbsBKbbjTB%2BBCjsLv6tz%2BjHDc%2B7WXBSdzHyNQdecUxANw1YUUPdsVFVlqU2uts3WjqupnHaWuI%2FblaMRmzKTLZpyeKspGo9uRG%2Fs1JiH0kwEgAn8lD2%2BxrgblrBqYwPdWug%2B9sjA7rHdeMLkY%2BwIMUQUzDYPs6sIAQ2akrCEq2IDQZD6UDT51Dg8nNb9lI8fV%2BFLPJmN7kd5F0maTGsL0cOBzw1aVR0eWfV98wIs37swbXYxIPgTJ%2Bv2uLpay9ATTIt9ELSj9ZgOwWGT6cXiS3NUJnit2TyE8yh3GxJ0fiPCQzbr0S8RRs35o3OyvWXO7GaXmH%2BUO4alwjX5paTJ0AV36ogsAbT2GMBHUreotiQHfwxLgktma5ZfcuDkvHiT1vkor7Zuq8iK5HvVbEgcfyBHNOS04mwbf2sLSii8Aqp2gJaG758y0HTNixSanYMVwN%2FOXq06xFLlMCwNDQObjPLcqEhOiscytOptfh0D9%2BAvmwtQn%2FLggSv15GGdwwF4dbsqokkEfAIwn7BQD2WH1pv4YGjJCSIW1IvBxXT1wG9yOA8Tp%2B7XQzY7C4jGaiVXkjyM7INDAt1WfCi3xN6xxkhWw3%2BIByOa0jCVNQVnCDoA%3D%3D&nvMid=29029192591&catId=50001519
Apple 아이폰 13 프로 256GB [자급제],"최저1,384,380원판매처 72",https://cr.shopping.naver.com/adcr.nhn?x=6n9wZCN1oFIDWv4m56UKvf%2F%2F%2Fw%3D%3DsPLgql3JR4LlF5X7l%2BqafPDm1RE9z2b4yORVj9izZoH5hJz9H0Ub4KLvuVTVtNMxMear6MLyJBnRO0S7NZabi50LUj%2FKiKMTQ7SSlrCkLQvXrKYJNPr4%2BHv1tJOe5sbgLBjhmLmuAJSw64cQcvLGO8ci30QtKP1mA7BYZPpxeJLexWvZfe2todmJfmpbNrXnq6b4twwZe%2FXnN8SL9cd67Sbix7jXt7MNVc9AIu4EfDZlNEwRr%2B3STfYHGn%2FB5b3e4IAGdniVp3MBLDRJHVTvZhdmbxdQ3i5A4g9ptj4Z2jwpD4P%2Bj2CVvS6QkrpszyaIoCuwrUM2Vi5bq9fxYHuPhKdZq2XOmZ3LpjmR7uKJt2z%2Ff3INR5QTi2O%2BTTSTIXCDfDG4evy%2BM13j64UYOnhTyGcIcyAJuPIKhVwB9tYNp4XYGVJjQOIMS03m13YAnzFDQpOVXrumE0IYWoVbuYGHPlT4OngYKgyg9ZO2oWjkSR%2BrG206zoTJkKRJKeFBLcypkhOBUHb0ZqO6MTkr8MsJnIfNUlTkJrbcQKUGhqI2%2FHS35YSxKnnGbkPXr2nOPk7i1EaThcwm2jOjlPe7qD4n461zWaILIkencsoYaTADZ9Xzzq5Y%2FCIR8yMew5XAS%2BOAEHRyPBWbUFRhWScTsgQynPg%3D%3D&nvMid=29030492586&catId=50001519
Apple 아이폰 13 미니 128GB [자급제],"최저902,500원판매처 146",https://cr.shopping.naver.com/adcr.nhn?x=%2BPwLH27ZoFmg%2F42pFHhzfv%2F%2F%2Fw%3D%3DsoWiZNcnVFkGUhOMOglyTvDAmbvv9CSRZySphbEf9n%2FIbsBKbbjTB%2BBCjsLv6tz%2BjU%2BasHoBRAqvy7A0txESy3vmVa03qk22TPHPKR25k4rXqupnHaWuI%2FblaMRmzKTLZpyeKspGo9uRG%2Fs1JiH0kwEgAn8lD2%2BxrgblrBqYwPdWug%2B9sjA7rHdeMLkY%2BwIMUBsMQtj5XHDJQWXtaIT33czQZD6UDT51Dg8nNb9lI8fV%2BFLPJmN7kd5F0maTGsL0cOBzw1aVR0eWfV98wIs37swbXYxIPgTJ%2Bv2uLpay9ATTIt9ELSj9ZgOwWGT6cXiS3NUJnit2TyE8yh3GxJ0fiPGZTusGZqdmRzOJCgPTEAvMlLTvQHVGaBn8rlyMCo8V2V36ogsAbT2GMBHUreotiQJhMM5JX3M1P1%2BeyTbORDESCkVkEaClGLHiUjF%2BKK7PlBHNOS04mwbf2sLSii8Aqp5QK0GC9q1JIUUXqyu366aVQHd7t8vuFzcCAK5wYxjo7JQ7%2B%2B64EKB%2FCwjrIJoRho4XoysiikCT6LGJBRVNoil6q9wFaP5BkBkSKcSGyW0P7iA3%2FU2AzguC84AnoS7Lq%2BSWLd2ckU%2FpC0sAc6FnojPwwJdaCi%2BhH7Sz6yM2LptJFgqgOvq6z5EpEI5N2xav1Mg%3D%3D&nvMid=29030650586&catId=50001519
Apple 아이폰 13 프로 128GB [자급제],"최저1,254,830원판매처 101",https://cr.shopping.naver.com/adcr.nhn?x=%2BH9Kojz85orff7wEPKg6Xv%2F%2F%2Fw%3D%3DsoUD1tAti6GqORxp9CjZQB%2FN6fWCsyvyUANuNMxJcPHsbsBKbbjTB%2BBCjsLv6tz%2BjeYE9M5BeNNeLFoCPT%2BRv6pPoU3lNnkxTQCVYU8O70IzqupnHaWuI%2FblaMRmzKTLZpyeKspGo9uRG%2Fs1JiH0kwEgAn8lD2%2BxrgblrBqYwPdWug%2B9sjA7rHdeMLkY%2BwIMU07oJ3o0uS6qCsqzVDCUSCzQZD6UDT51Dg8nNb9lI8fV%2BFLPJmN7kd5F0maTGsL0cOBzw1aVR0eWfV98wIs37swbXYxIPgTJ%2Bv2uLpay9ATTIt9ELSj9ZgOwWGT6cXiS3NUJnit2TyE8yh3GxJ0fiPBMZ1yrE71dRWGScjS%2FgvpF2MstAznCqSKwEIMQKWvrRV36ogsAbT2GMBHUreotiQBx%2Bf%2F60zyjfL3TxK1tO%2BjhWUVDx30qyvP0UOpisTKVMBHNOS04mwbf2sLSii8Aqp5Oqo4P%2Fvtch20ezpv9dvrR56ceIBGbBo2QSUgg8Ei2wJQ7%2B%2B64EKB%2FCwjrIJoRho4XoysiikCT6LGJBRVNoil7nOJwRqQLYO3aYBSlK39VwDWrhHEcp0p%2F%2FKKziu53PdFHnstDkDlGSAizFXZnIYHHvhHcuZ%2FkMLcPEFiDcbswghWw3%2BIByOa0jCVNQVnCDoA%3D%3D&nvMid=29030420587&catId=50001519
Apple 아이폰 13 128GB [자급제],"최저1,007,170원판매처 96",https://cr.shopping.naver.com/adcr.nhn?x=zieFujnYqQyACXrhNPTCE%2F%2F%2F%2Fw%3D%3Ds0UF203%2FB1aategEejjVlZpvLCZE3FkYburAoZafSjmtWQE1WikGGRjsm7ORTamZ7WkZlLbG8%2BPj5JCkfWp%2BhCo%2FrcO4D1RGSVJmjw2dOVzBnfR0qsns5mJjSYltK0OC8Jb%2FXas5V68%2BLQzZtXXW%2Bc0Pg%2F6PYJW9LpCSumzPJoiiI9aZyW4hhCgmcrsQhWGWG7TgBVo8UmYdzXRq3xjDWuvKAXVfyDB1yTbVYYpYzcFnUHxlEatbmVq7jmztE%2FywsihuPcAraw1a5fRiaLuFhzygId%2BzR02rbOpFBbe0NfCbDpmNu2Rs3tEPrV0ZTODsbWqyaFa2xLbpwGCJChqMDqqn6p0OnYVsXmaNEvxehHS0hIW%2Fufm4Ai1g%2Bbn5o8FWgvX82Y5Ils9cLeBDu1LyZB9piwhsOY7o4kcOdH1kNIASgIX25kXOk%2FUPdTKqFSCOqDgcKWP7TrEwfWP0fV1BFe9GBq212DKjwb1MxodOVeCv1JtnyFV8OD7Bngtl8x0Qvfm8I4%2BLwqxkEirhSi8uz%2FJyiZcGI%2BgcukjrzkUOs9JfvW2q1ZBpuV%2F%2FvtKUgTGHn4nNaz%2BNfsGMncCdGqi5rx727epoo7RVOS4mF6DTODajNjqh%2FZemCCOboDhnweAmG&nvMid=29030374587&catId=50001519
Apple 아이폰 13 프로 맥스 256GB [자급제],"최저1,515,110원판매처 74",https://cr.shopping.naver.com/adcr.nhn?x=1EMyzsPnSq1HUV%2BcctSdLf%2F%2F%2Fw%3D%3Ds7EacS9nGJG%2B1In3YSWMNDFzA7FSP260QOi4y8iV9BnlWQE1WikGGRjsm7ORTamZ7T2Ysiuq2HjBnAGNu3yQdHY%2FrcO4D1RGSVJmjw2dOVzBnfR0qsns5mJjSYltK0OC8Jb%2FXas5V68%2BLQzZtXXW%2Bc0Pg%2F6PYJW9LpCSumzPJoiiI9aZyW4hhCgmcrsQhWGWGGRvm2iC%2BAsbJBoGpPZJZjPKAXVfyDB1yTbVYYpYzcFnUHxlEatbmVq7jmztE%2FywsihuPcAraw1a5fRiaLuFhzygId%2BzR02rbOpFBbe0NfCbDpmNu2Rs3tEPrV0ZTODsbWqyaFa2xLbpwGCJChqMDqjAPzFQMsNdOKMq7PYub%2BmohIW%2Fufm4Ai1g%2Bbn5o8FWgvX82Y5Ils9cLeBDu1LyZBypx6ZcRQfXgzncMMBEUgSygIX25kXOk%2FUPdTKqFSCOqDgcKWP7TrEwfWP0fV1BFewstxKXYfuaTY89uFKbdXCB8yCKT6GPhhsVeKu8TBI1nmWXdAuntmcqbOFOk%2BQxKwb3EHiGgBiCEEZyXK87%2B6sVW26LkBNK%2BncQB41GzDqSeramjBwCZI9AwCV4mCTWQmb2V5%2B7Y2IPe41Oy%2FG7sZm4a6RNS2ZR5zfFaDCXw0LLIy1Vhq%2FH77x9Zlr1IFzyuow%3D%3D&nvMid=29030294588&catId=50001519
Apple 아이폰 13 미니 256GB [자급제],"최저1,009,930원판매처 78",https://cr.shopping.naver.com/adcr.nhn?x=Ia6mCy%2Fc6kOrdCNwST62%2Bf%2F%2F%2Fw%3D%3Dsqh%2BzFGPkUm%2FKmeOg8MmbZclgtitpVlP0qKOeJIbo%2FFRWQE1WikGGRjsm7ORTamZ70zPEMd%2F477LlP5O16i50Bo%2FrcO4D1RGSVJmjw2dOVzBnfR0qsns5mJjSYltK0OC8Jb%2FXas5V68%2BLQzZtXXW%2Bc0Pg%2F6PYJW9LpCSumzPJoiiI9aZyW4hhCgmcrsQhWGWGEhUbZ%2FNZ8avqUf6HuykXvPKAXVfyDB1yTbVYYpYzcFnUHxlEatbmVq7jmztE%2FywsihuPcAraw1a5fRiaLuFhzygId%2BzR02rbOpFBbe0NfCbDpmNu2Rs3tEPrV0ZTODsbWqyaFa2xLbpwGCJChqMDqpQuy7oMBnz4i9Bkr16aMuUhIW%2Fufm4Ai1g%2Bbn5o8FWgvX82Y5Ils9cLeBDu1LyZB41vDPeUC6vlzxc6Eqi5lWSgIX25kXOk%2FUPdTKqFSCOqDgcKWP7TrEwfWP0fV1BFe1sCXnT5UXlCQtowxOY7437PxSH%2BMhjwnhZYEHfltYfSuwP9L0j7YvHB2OKNn2rLcBHbteU1Q6ANQyq40fPs0I6AJZTkEjQPLfYZ4npXenSC%2BgtF15PMkmjkNDmi88yMRRSID5Ajru9ve15my3ZVgZ1jtEEnHZo%2B%2FVuCJHvsmHjrDVCYCaeglF2rgr1u2OQIzQ%3D%3D&nvMid=29030437590&catId=50001519
Apple 아이폰 13 프로 맥스 128GB [자급제],"최저1,389,850원판매처 26",https://cr.shopping.naver.com/adcr.nhn?x=QM0NFuvov0h%2F4v2Pb1m7Hv%2F%2F%2Fw%3D%3DsLy5ULJUEtqcAu6jzae8a%2BZEhRLNqQCs0d0R8IFzz05kbsBKbbjTB%2BBCjsLv6tz%2Bj0TjaGSYix%2F5HoeO3nmfyABqUqyROcyMcQIKycC0%2B7wLqupnHaWuI%2FblaMRmzKTLZpyeKspGo9uRG%2Fs1JiH0kwEgAn8lD2%2BxrgblrBqYwPdWug%2B9sjA7rHdeMLkY%2BwIMUnr7qtY8dVn8btdAmR5NIrzQZD6UDT51Dg8nNb9lI8fV%2BFLPJmN7kd5F0maTGsL0cOBzw1aVR0eWfV98wIs37swbXYxIPgTJ%2Bv2uLpay9ATTIt9ELSj9ZgOwWGT6cXiS3NUJnit2TyE8yh3GxJ0fiPG68etcC1l7Hc1mPwbo%2Fx%2FtSLEyl3Ptt%2BZg5mCcjyAV9V36ogsAbT2GMBHUreotiQCeTsyTB5GpGfLe6wFlaIikFcpavKWx1vLc7CftxjIoGBHNOS04mwbf2sLSii8Aqp5Oqo4P%2Fvtch20ezpv9dvrQbWIG80tV4Ayn74fJIYXZ5dSPBAwoeZ9kQaz1H%2FmDOAV%2FGvx7zzjxLg3dQnv82WDWAd9kv86VcW2kR8XddGSm33ynYqMEl3rEVVphnc%2BzqPN6rWPACeQJ%2BBC%2F1v46t%2B8Zf2L9PjL%2BlJq2zRcx%2Bm88hVoWd0jB03C5aYq3HUc1IKtSSLJQZncWk8e8Ttfjz6Fs%3D&nvMid=29030367587&catId=50001519
Apple 아이폰 13 프로 맥스 512GB [자급제],"최저1,766,930원판매처 50",https://cr.shopping.naver.com/adcr.nhn?x=bkQlk9InVn3DhX80U0iH2%2F%2F%2F%2Fw%3D%3Ds41PLBw2GrusbyDD3zsIZkkm1kV9eo5X6zTn%2FFGstfrJWQE1WikGGRjsm7ORTamZ7t5j06%2FCVbtXjCrfS%2FK2yu4%2FrcO4D1RGSVJmjw2dOVzBnfR0qsns5mJjSYltK0OC8Jb%2FXas5V68%2BLQzZtXXW%2Bc0Pg%2F6PYJW9LpCSumzPJoiiI9aZyW4hhCgmcrsQhWGWGOUisOr%2FsrM0gmiALHeCsDvKAXVfyDB1yTbVYYpYzcFnUHxlEatbmVq7jmztE%2FywsihuPcAraw1a5fRiaLuFhzygId%2BzR02rbOpFBbe0NfCbDpmNu2Rs3tEPrV0ZTODsbWqyaFa2xLbpwGCJChqMDqhCDkHl7NgG2JGy8Son%2FiichIW%2Fufm4Ai1g%2Bbn5o8FWgvX82Y5Ils9cLeBDu1LyZB7Ix0YmQDjwu%2B6ceCS7nAOGgIX25kXOk%2FUPdTKqFSCOqDgcKWP7TrEwfWP0fV1BFewstxKXYfuaTY89uFKbdXCDH4SrsWpoFz%2BRKRpabrMWFmWXdAuntmcqbOFOk%2BQxKwTsYpWArfrP4OWQG6aF6ItheaRz4xLLlvM3ip8nwyC8IramjBwCZI9AwCV4mCTWQmQPBPXWVF4h%2B9EhWARjDC%2BJPmVSMhNbI3BtJnZwkTuX9y1Vhq%2FH77x9Zlr1IFzyuow%3D%3D&nvMid=29029192586&catId=50001519
Apple 아이폰 13 프로 맥스 1TB [자급제],"최저2,017,990원판매처 39",https://cr.shopping.naver.com/adcr.nhn?x=99ShaqWx1nw9vQTIIR45ov%2F%2F%2Fw%3D%3DspGtjSgiil8dBKPlzN9b71guX6oWQiFTlb7IMI3kmq0RWQE1WikGGRjsm7ORTamZ7un1I5dD6xiyjo2cFAwjr64%2FrcO4D1RGSVJmjw2dOVzBnfR0qsns5mJjSYltK0OC8Jb%2FXas5V68%2BLQzZtXXW%2Bc0Pg%2F6PYJW9LpCSumzPJoiiI9aZyW4hhCgmcrsQhWGWGqB%2BYf8KVu5Lizs8e93TFS%2FKAXVfyDB1yTbVYYpYzcFnUHxlEatbmVq7jmztE%2FywsihuPcAraw1a5fRiaLuFhzygId%2BzR02rbOpFBbe0NfCbDpmNu2Rs3tEPrV0ZTODsbWqyaFa2xLbpwGCJChqMDqsTj6CcBiUxuIYBeJMprLXkhIW%2Fufm4Ai1g%2Bbn5o8FWgvX82Y5Ils9cLeBDu1LyZB3bUHNfZblfibjObOf5QHNigIX25kXOk%2FUPdTKqFSCOqDgcKWP7TrEwfWP0fV1BFewstxKXYfuaTY89uFKbdXCAngbNOOFnVRD%2B%2Bv4MVHpuoFFcURuJXcA9fpBODYEj4ujTaLVTowASY8dTSt1bXfvO3XA5126vWYoQWjRyxJmcriA3%2FU2AzguC84AnoS7Lq%2BQrWY6itk2MeDAOFiCgId4aFLqja84uhdz9OmxNXb3bOhWw3%2BIByOa0jCVNQVnCDoA%3D%3D&nvMid=29029192590&catId=50001519
Apple 아이폰 13 프로 512GB [자급제],"최저1,609,900원판매처 68",https://cr.shopping.naver.com/adcr.nhn?x=Rm1EcxHvhGIrSt5JN%2FoZS%2F%2F%2F%2Fw%3D%3DsJH6A0dd91zKGbDxM590iEUW3S7R2g%2BEFzqGISl1pKkRhJz9H0Ub4KLvuVTVtNMxM6OiSzWbydWUMY9yHZnyirULUj%2FKiKMTQ7SSlrCkLQvXrKYJNPr4%2BHv1tJOe5sbgLBjhmLmuAJSw64cQcvLGO8ci30QtKP1mA7BYZPpxeJLexWvZfe2todmJfmpbNrXnqlDPFdx1sLuYHxlc7aw3L%2Brix7jXt7MNVc9AIu4EfDZlNEwRr%2B3STfYHGn%2FB5b3e4IAGdniVp3MBLDRJHVTvZhdmbxdQ3i5A4g9ptj4Z2jwpD4P%2Bj2CVvS6QkrpszyaIoCuwrUM2Vi5bq9fxYHuPhKQAca1dtU56ovW4hMJYii3Mttm1tFlmcA6felGtVk6jxDG4evy%2BM13j64UYOnhTyGU0FiWwIxIduXBdsb%2BmkDoh6K503jBTFiO%2BslOwbxo4OpOVXrumE0IYWoVbuYGHPlT4OngYKgyg9ZO2oWjkSR%2BpWfyGhvOKhC5sogwlOWguqhOBUHb0ZqO6MTkr8MsJnIZAJ%2BQtpxfRx8YuzlqIPnky46%2F0TjKvQ%2BRIjz1LpkoDpEaThcwm2jOjlPe7qD4n467LqWmxN3jbDyrV2J9a9j6SScdPhrqEveINz%2B4DE6u%2BBgqgOvq6z5EpEI5N2xav1Mg%3D%3D&nvMid=29030416587&catId=50001519
Apple 아이폰 13 미니 512GB [자급제],"최저1,292,000원판매처 55",https://cr.shopping.naver.com/adcr.nhn?x=DhdhhCrhmh%2B4dXEpXqATSf%2F%2F%2Fw%3D%3DsOw5Mn7AYlZnjLpYvbuaZcamkJ6NfCTcu4%2FvMklG6NjphJz9H0Ub4KLvuVTVtNMxML8je209Si638jScDLrQ%2BBkLUj%2FKiKMTQ7SSlrCkLQvXrKYJNPr4%2BHv1tJOe5sbgLBjhmLmuAJSw64cQcvLGO8ci30QtKP1mA7BYZPpxeJLexWvZfe2todmJfmpbNrXnqsbuGkiliGuKFQrhO3KCkYbix7jXt7MNVc9AIu4EfDZlNEwRr%2B3STfYHGn%2FB5b3e4IAGdniVp3MBLDRJHVTvZhdmbxdQ3i5A4g9ptj4Z2jwpD4P%2Bj2CVvS6QkrpszyaIoCuwrUM2Vi5bq9fxYHuPhKV7yAKNk0RY8ytincgLL18ixrLt9plkzyv8NwSBZd1XODG4evy%2BM13j64UYOnhTyGeYipIg4GgIIEEx2vgG55OR6K503jBTFiO%2BslOwbxo4OpOVXrumE0IYWoVbuYGHPlV4nVlpZlOp63ers57eQ7rdWfyGhvOKhC5sogwlOWguqhOBUHb0ZqO6MTkr8MsJnIbm93U%2FLd21hbDHZ%2FkgN%2BYlSVfDDs8RIdcO1Vp%2Bk6BC8EaThcwm2jOjlPe7qD4n469E%2BIQYDZPqpgKk6wa8vLi9MGCLNPTohHUlBUuMZuK8rgqgOvq6z5EpEI5N2xav1Mg%3D%3D&nvMid=29030296587&catId=50001519
Apple 아이폰 13 512GB [자급제],"최저1,328,900원판매처 36",https://cr.shopping.naver.com/adcr.nhn?x=Lxq3h5g26Zd9ENusUnvK5v%2F%2F%2Fw%3D%3DsJ7C0WTi7bq7xdfGb2ZGcSB8Laif5FICMESjaw9m6tplhJz9H0Ub4KLvuVTVtNMxMg0Int2SbrsWdevfWx3nGhELUj%2FKiKMTQ7SSlrCkLQvXrKYJNPr4%2BHv1tJOe5sbgLBjhmLmuAJSw64cQcvLGO8ci30QtKP1mA7BYZPpxeJLexWvZfe2todmJfmpbNrXnqMp%2F9XPfjTZN93E2a1T98erix7jXt7MNVc9AIu4EfDZlNEwRr%2B3STfYHGn%2FB5b3e4IAGdniVp3MBLDRJHVTvZhdmbxdQ3i5A4g9ptj4Z2jwpD4P%2Bj2CVvS6QkrpszyaIoCuwrUM2Vi5bq9fxYHuPhKc64q131gC%2BHs1IDXUP%2BEmOxrLt9plkzyv8NwSBZd1XODG4evy%2BM13j64UYOnhTyGQiyMS50HH1zP4CriMRlyVIGVJjQOIMS03m13YAnzFDQpOVXrumE0IYWoVbuYGHPlSGgI4zFgG5Liqop01AWGezlE80KNwbfNxekQsGJejRksTXhzeKkynwlV5iG42bUw08sc606ZEwvQ8vwtWnOt3fJVCQY3YkI6Qjzj%2FSuZctZjXh5XLjrT8%2FyXF1Uhdiu40YOPI2cTQklrxxeJdum9wJWhZ3SMHTcLlpircdRzUgq1JIslBmdxaTx7xO1%2BPPoWw%3D%3D&nvMid=29030496586&catId=50001519
